,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
1014,Finlay Duncan,United Kingdom,2016-09-26,7,"✅ Verified Review   I flew Riga to Luton with Wizz Air at 6am. I chose this flight because of the convenient pre 9am arrival time in London, so I was able to start my day in Riga and still make work on time back in London for 9.30am. I was pleasantly surprised at the quality of Wizz Air's brand new A320 aircraft and the friendly staff. I traveled to Riga with Ryanair from Stansted, and the difference in Cabin quality, staff friendliness and overall journey experience was huge. I have read some quite bad reviews with Wizz Air, and I am sure when things go wrong they go really wrong - but this was a pleasant, uneventful flight that made it London 20 minutes early. Overall, it was no BA, but miles ahead of Ryanair.",A320,Solo Leisure,Economy Class,RIX to LTN,September 2016,3.0,4.0,4.0,,3.0,,4,yes,False,RIX,LTN,,Positive,0.796
1015,D Walkden,United Kingdom,2016-09-17,9,"Luton to Varna. This is the second time flying with Wizz Air. First time was in June to Riga. Having flown to Sofia two years ago then driving to Varna, we decided on flying direct which meant using Luton Airport. We were dubious about using Wizz after reading so many bad comments. However, in our experiences Wizz Air provide a value for money package. There is more legroom than on Easy Jet and Ryanair. The staff at the airport and onboard were polite and smiling. The online booking system is easy to use. So no complaints and we look forward to continue flying with Wizz as and when required",,Couple Leisure,Economy Class,LTN to VAR,September 2016,4.0,5.0,,,4.0,,5,yes,False,LTN,VAR,,Neutral,0.3612
1016,S Rose,Israel,2016-09-11,6,"✅ Verified Review   Flew Tel Aviv - Vilnius and return in early September with Wizz Air. As we boarded in TLV we were shocked to find out that the aircraft had not been cleaned from the previous flight (VNO-TLV), the floor was dirty and so were the bathrooms. Leg room is ok, but seats do not recline so after two hours, it became very uncomfortable. Crew were very low key and did the minimum with not much else. They sell food and duty free. Tried their cheese sandwich which was poor quality. F/A had no clue as to flying time, she said it would be 3h 10 m to VNO, but it was really 3.45. We were happy to get off. Return flight, they boarded us on time, just to find ourselves in a different holding area for another 20 min without seats. Why? Who knows. Why not keep us at the gate seated until AC is ready? Older people, families with children, all cramped together for 20 min in a stairway. I guess not much respect for their guests. Again boarded an Aircraft that was not clean from previous flight. What kind of feeling do Wizz expect you to have boarding a dirty plane? I guess they don't care. You can be low cost and clean btw. Again crew did the minimum, no interaction with passengers, this time no information at all from the pilots, no routing info, flying time etc. This time we stayed away from the food trolley. Tickets were not that cheap either, more than 300 euro RT. All in all Wizz brought us home safe and sound, and that's the main thing. The journey itself and the product were quite poor.
",A320,Solo Leisure,Economy Class,TLV to VNO,September 2016,2.0,2.0,1.0,,1.0,,3,yes,False,TLV,VNO,,Positive,0.8402
1017,A Mann,United Kingdom,2016-09-05,2,✅ Verified Review   Budapest to Glasgow. We booked in on line and had only one bag to be dropped in. Arriving at the departure department there were no organised lines just a mass of people all trying to get attention. It was a case of pushing through or missing our flight. After this nightmare we eventually reached boarding area but 1.5 hours waiting without any seating was another nightmare. These may be Budapest Airport faults but it ensures we will not willingly visit area again. We are both in our late 80s and have never experienced such horrors at the many airports we have used.,,Couple Leisure,Economy Class,BUD to GLA,September 2016,3.0,3.0,2.0,,1.0,,1,no,False,BUD,GLA,,Neutral,0.0767
1018,C Jones,United Kingdom,2016-08-28,5,"Poor customer service, the flight was nearly two hours late leaving Sofia on 26/08/2016. This was a very late notification of the delay as up until about 1 hour before the departure the flight was shown on time. Minimal leg room with knees pressed against the seat in front, I am 5 foot 7 inches tall. Sofia is not the most comfortable airport to be delayed in with extremely poor tannoy announcements. ",,Solo Leisure,Economy Class,SOF to LTN,August 2016,1.0,2.0,,,1.0,,2,no,False,SOF,LTN,,Negative,-0.7902
1019,Ian Lufkin,United Kingdom,2016-08-25,8,"✅ Verified Review   I have travelled 6 times this year to Sofia from Luton with Wizz Air and I am baffled by some of the low scores given by some reviewers. I have travelled extensively across the world on many airlines and have to say Wizz Air are up there with the best. They are not a full price however their staff are always helpful, polite and efficient. The food on offer is as good as can be expected, if you don't like it take your own. I have no hesitation in using Wizz Air, I feel safe, looked after and they don't cost a fortune. What do you expect?",A321,Solo Leisure,Economy Class,LTN to SOF,August 2016,4.0,5.0,3.0,,4.0,,5,yes,False,LTN,SOF,,Positive,0.9313
1020,Natalia Locke,United Kingdom,2016-08-16,1,Bourgas to London Luton with Wizz Air. Awful. My family and I have been flying with Wizz Air for the last 7 or so years to our holiday place in Bulgaria. Unfortunately there are no alternative airlines serving this route. Delays are frequent and everything is overpriced. A couple of years ago our flight was delayed overnight and they still charged us for soft drinks and food on board. I am due to fly with them again soon and I am dreading it. Tonight they sent me an email full of spelling mistakes threatening me that I won't be able to take my hand luggage on board. It is offensive and pathetic.,,Family Leisure,Economy Class,BOJ to LTN,September 2015,1.0,1.0,1.0,1.0,1.0,,1,no,False,BOJ,LTN,,Negative,-0.9501
1021,Bela - Tamas Jozsa,Germany,2016-08-14,2,"Nürnberg to Cluj Napoca with Wizz Air. Maintenance was needed for the aircraft and we waited in the airplane in a hot summer day. After a long time we were sent back to the terminals and offered a 5 EUR voucher. This is nothing to buy refreshment in an airport. Afterwards, no information about our flight. We had to find out from the airport personal that the flight was rescheduled for the next day, morning. This was 5:00 pm and they had no replacement aircraft. This is where full-service airlines are much better. You can count on them more, that they will try to deliver you ASAP to your destination.",A320,Solo Leisure,Economy Class,NUE to CLJ,August 2016,2.0,3.0,1.0,1.0,3.0,1.0,1,no,False,NUE,CLJ,,Neutral,0.2732
1022,Jim Persson,Sweden,2016-08-12,1,"Flew from Gdansk to Stockholm with Wizz Air. The allowed size of the cabin bag is less than 50% of the other airlines (including Ryanair), no second bag allowed. Of course no-one has a cabin bag that small, and they force random passangers to measure the bags, and when they dont fit, you will be fined with 45 EUR / $50 USD or leave it at the airport. Bad customer service and delays.",A320,Solo Leisure,Economy Class,GDN to ARN,August 2016,2.0,1.0,1.0,,1.0,,1,no,False,GDN,ARN,,Negative,-0.6497
1023,Sam Mellor,United Kingdom,2016-08-06,3,"✅ Verified Review   I had a business trip in Palanga, so I took Wizz Air from Luton to Palanga. In Luton, service was a bit friendlier, but the plane was dingy and my tray kept opening up after too much movement from either flight or passenger in front. The flight was delayed 1 hour for some reason. On the way back to Palanga, service was awful at the airport, talk about rude! I had to pay for my carry on bag this way (come on, who makes carry on bags as small as requested!?) and got attitude from the lady at service desk. Wizz Air has great flight times and prices, but Ryanair wins hands down (Ryanair are on time, carry on bag is a decent size, and friendly service).",,Business,Economy Class,PLQ to LTN,August 2016,2.0,2.0,,,2.0,,2,yes,False,PLQ,LTN,,Positive,0.8689
